Subscriber_id,Subscription_duration,Monthly_subscription_fee,Subscription_plan,Payment_method,Total_revenue,Subscription_cancelled,Status,Revenue_lost
5118-MUEYH,48,105.10,Month-to-month,Credit card (automatic),5083.55,No,Active,0
9095-HFAFX,5,81.00,Month-to-month,Credit card (automatic),389.6,Yes,Churned,81.00
5627-TVBPP,35,20.10,One year,Credit card (automatic),644.5,No,Active,0
2379-ENZGV,6,84.85,Month-to-month,Electronic check,523.5,Yes,Churned,84.85
3936-QQFLL,2,19.75,Month-to-month,Mailed check,39.3,No,Active,0
2589-AYCRP,50,19.75,One year,Bank transfer (automatic),989.05,No,Active,0
4067-HLYQI,33,70.40,Month-to-month,Bank transfer (automatic),2406.1,No,Active,0
5124-EOGYE,31,20.45,Two year,Mailed check,638.55,No,Active,0
5057-RKGLH,9,20.35,Two year,Mailed check,191.1,No,Active,0
0292-WEGCH,54,86.20,Month-to-month,Electronic check,4524.05,No,Active,0
8910-ICHIU,46,95.65,One year,Credit card (automatic),4664.2,No,Active,0
4097-YODCF,34,103.80,One year,Electronic check,3470.8,No,Active,0
9715-WZCLW,71,97.20,Two year,Electronic check,6910.3,No,Active,0
9786-YWNHU,63,63.55,Two year,Mailed check,4014.2,No,Active,0
6407-GSJNL,51,24.95,Two year,Bank transfer (automatic),1288,No,Active,0
6005-OBZPH,26,89.15,Month-to-month,Electronic check,2277.65,Yes,Churned,89.15
4049-ZPALD,64,99.00,Two year,Bank transfer (automatic),6375.8,No,Active,0
7932-WPTDS,1,24.80,Month-to-month,Electronic check,24.8,Yes,Churned,24.80
3733-UOCWF,61,85.55,One year,Bank transfer (automatic),5251.75,No,Active,0
6833-JMZYP,15,94.00,Month-to-month,Credit card (automatic),1505.45,No,Active,0
2722-VOJQL,64,105.65,One year,Credit card (automatic),6903.1,Yes,Churned,105.65
1310-QRITU,18,50.30,Month-to-month,Electronic check,913.3,No,Active,0
8961-QDZZJ,57,95.00,One year,Electronic check,5535.8,No,Active,0
9715-SBVSU,14,61.40,Two year,Bank transfer (automatic),815.55,No,Active,0
8490-BXHEO,18,80.55,Month-to-month,Credit card (automatic),1411.65,No,Active,0
7173-TETGO,72,78.50,Two year,Bank transfer (automatic),5602.25,No,Active,0
7929-SKFGK,70,114.30,Two year,Credit card (automatic),8244.3,No,Active,0
2300-RQGOI,38,20.05,Two year,Mailed check,741.5,No,Active,0
3563-SVYLG,68,62.65,Two year,Credit card (automatic),4375.8,No,Active,0
5228-EXCET,13,80.85,Month-to-month,Electronic check,1008.7,Yes,Churned,80.85
6435-VWCCY,65,92.70,Two year,Credit card (automatic),5968.4,No,Active,0
4998-IKFSE,30,100.45,Month-to-month,Electronic check,3096.9,No,Active,0
8630-QSGXK,51,75.20,Two year,Bank transfer (automatic),3901.25,No,Active,0
2455-USLMV,31,84.75,Month-to-month,Credit card (automatic),2613.4,No,Active,0
7394-FKDNK,9,89.45,Month-to-month,Electronic check,853.1,Yes,Churned,89.45
9488-FVZCC,72,79.50,Two year,Bank transfer (automatic),5661.7,No,Active,0
6331-LWDTQ,10,72.15,Month-to-month,Credit card (automatic),794.25,Yes,Churned,72.15
5995-WWKKG,37,19.80,One year,Electronic check,695.05,No,Active,0
1597-FZREH,2,76.40,Month-to-month,Electronic check,160.8,Yes,Churned,76.40
7879-CGSFV,55,100.90,One year,Mailed check,5552.05,No,Active,0
9921-EZKBY,33,95.30,Month-to-month,Bank transfer (automatic),3275.15,No,Active,0
7432-FFVAR,46,90.95,One year,Bank transfer (automatic),4236.6,No,Active,0
7246-ZGQDF,1,54.50,Month-to-month,Electronic check,54.5,No,Active,0
7000-WCEVQ,20,61.60,Month-to-month,Mailed check,1174.35,Yes,Churned,61.60
0727-IWKVK,9,79.90,Month-to-month,Electronic check,741.7,Yes,Churned,79.90
5959-BELXA,32,96.15,Month-to-month,Credit card (automatic),3019.25,Yes,Churned,96.15
4456-RHSNB,19,49.60,Month-to-month,Bank transfer (automatic),962.9,No,Active,0
3512-IZIKN,70,65.30,Two year,Credit card (automatic),4759.75,Yes,Churned,65.30
2481-SBOYW,61,25.00,Two year,Credit card (automatic),1498.35,No,Active,0
7109-MFBYV,26,45.45,Month-to-month,Electronic check,1233.15,No,Active,0
1833-TCXKK,45,107.75,Month-to-month,Bank transfer (automatic),4882.8,No,Active,0
1832-PEUTS,62,89.10,Two year,Credit card (automatic),5411.65,No,Active,0
6141-OOXUQ,1,19.65,Month-to-month,Mailed check,19.65,Yes,Churned,19.65
8660-BUETV,3,44.75,Month-to-month,Mailed check,148.05,No,Active,0
0580-PIQHM,41,101.60,One year,Bank transfer (automatic),3930.55,No,Active,0
5696-CEIQJ,67,103.15,Two year,Bank transfer (automatic),6895.5,No,Active,0
7503-ZGUZJ,1,84.65,Month-to-month,Mailed check,84.65,Yes,Churned,84.65
1696-HXOWK,71,95.65,One year,Mailed check,6856.95,No,Active,0
3026-ATZYV,37,75.10,One year,Bank transfer (automatic),2658.8,No,Active,0
4012-YCFAI,60,61.35,Two year,Mailed check,3766.2,No,Active,0
2506-TNFCO,1,69.55,Month-to-month,Electronic check,69.55,Yes,Churned,69.55
9970-QBCDA,6,19.70,Month-to-month,Credit card (automatic),129.55,No,Active,0
8718-PTMEZ,13,31.05,Month-to-month,Electronic check,347.25,Yes,Churned,31.05
9496-IVVRP,11,51.00,Month-to-month,Bank transfer (automatic),581.7,No,Active,0
2207-OBZNX,7,51.00,Month-to-month,Mailed check,354.05,Yes,Churned,51.00
2657-VPXTA,10,88.85,Month-to-month,Electronic check,929.45,No,Active,0
6551-VLJMV,34,20.05,Two year,Credit card (automatic),679,No,Active,0
1221-GHZEP,62,65.10,Two year,Mailed check,3846.75,No,Active,0
9289-LBQVU,64,70.15,One year,Mailed check,4480.7,No,Active,0
6142-VSJQO,1,44.35,Month-to-month,Bank transfer (automatic),44.35,Yes,Churned,44.35
3458-IDMFK,25,20.75,Two year,Mailed check,499.4,No,Active,0
6933-FHBZC,26,56.05,One year,Mailed check,1553.2,No,Active,0
0221-NAUXK,10,19.95,One year,Bank transfer (automatic),219.5,No,Active,0
9770-KXGQU,53,98.60,One year,Mailed check,5311.85,No,Active,0
6437-UKHMV,7,79.70,Month-to-month,Electronic check,586.05,Yes,Churned,79.70
6538-POCHL,33,79.00,Month-to-month,Credit card (automatic),2576.8,No,Active,0
6726-NNFWD,71,89.45,Two year,Credit card (automatic),6435.25,No,Active,0
3002-WQZWT,29,74.20,Month-to-month,Electronic check,1993.25,No,Active,0
4277-UDIEF,24,81.00,Month-to-month,Bank transfer (automatic),1923.85,No,Active,0
1208-NBVFH,20,49.60,Month-to-month,Electronic check,939.8,No,Active,0
4912-PIGUY,1,84.60,Month-to-month,Electronic check,84.6,No,Active,0
1114-CENIM,54,55.00,Month-to-month,Credit card (automatic),3092.65,Yes,Churned,55.00
6060-DRTNL,5,84.85,Month-to-month,Mailed check,415.55,Yes,Churned,84.85
2725-TTRIQ,72,84.20,Two year,Bank transfer (automatic),5986.55,No,Active,0
3374-TTZTK,52,106.30,Two year,Electronic check,5487,No,Active,0
8990-ZXLSU,9,69.05,Month-to-month,Electronic check,651.5,No,Active,0
2275-RBYQS,1,45.40,Month-to-month,Mailed check,45.4,No,Active,0
8473-VUVJN,1,73.65,Month-to-month,Electronic check,73.65,Yes,Churned,73.65
6289-CPNLD,33,73.90,One year,Mailed check,2405.05,Yes,Churned,73.90
5536-SLHPM,55,77.75,Month-to-month,Electronic check,4458.15,Yes,Churned,77.75
4419-UJMUS,69,99.35,Two year,Electronic check,6856.45,No,Active,0
7794-JASDG,1,50.75,Month-to-month,Mailed check,50.75,No,Active,0
7609-YBPXG,54,87.10,Two year,Bank transfer (automatic),4735.2,No,Active,0
5519-TEEUH,33,20.15,One year,Mailed check,682.15,No,Active,0
7856-GANIL,45,98.70,One year,Bank transfer (automatic),4525.8,No,Active,0
0804-XBFBV,11,25.20,Month-to-month,Electronic check,321.05,No,Active,0
2676-OXPPQ,6,55.70,Month-to-month,Bank transfer (automatic),335.65,No,Active,0
3703-TTEPD,21,65.35,Month-to-month,Bank transfer (automatic),1424.4,No,Active,0
2799-TSLAG,65,25.30,Two year,Bank transfer (automatic),1748.55,No,Active,0
0196-VULGZ,6,84.35,Month-to-month,Electronic check,474.9,Yes,Churned,84.35
8837-VVWLQ,8,84.95,Month-to-month,Electronic check,668.4,Yes,Churned,84.95
2696-NARTR,11,73.85,Month-to-month,Electronic check,926.25,Yes,Churned,73.85
2208-NKVVH,43,24.25,Two year,Mailed check,1077.95,No,Active,0
7614-QVWQL,49,51.80,One year,Bank transfer (automatic),2541.25,Yes,Churned,51.80
1976-CFOCS,1,46.00,Month-to-month,Electronic check,46,Yes,Churned,46.00
4631-OACRM,15,79.40,Month-to-month,Electronic check,1156.1,Yes,Churned,79.40
7139-JZFVG,60,60.50,Two year,Bank transfer (automatic),3694.45,No,Active,0
4987-GQWPO,17,25.10,Month-to-month,Credit card (automatic),382.8,No,Active,0
3755-JBMNH,16,71.80,Month-to-month,Bank transfer (automatic),1167.8,Yes,Churned,71.80
1757-TCATG,35,20.05,One year,Bank transfer (automatic),746.75,No,Active,0
6345-ULYRW,44,88.40,One year,Mailed check,3912.9,Yes,Churned,88.40
4776-XSKYQ,12,30.25,One year,Credit card (automatic),368.85,No,Active,0
8048-DSDFQ,1,20.20,Month-to-month,Mailed check,20.2,No,Active,0
5753-QQWPW,28,59.90,One year,Electronic check,1654.7,No,Active,0
6010-DDPPW,70,25.15,Two year,Bank transfer (automatic),1940.85,No,Active,0
1809-DMJHQ,5,46.00,Month-to-month,Mailed check,221.7,Yes,Churned,46.00
6693-FRIRW,18,101.30,Month-to-month,Credit card (automatic),1794.65,No,Active,0
6586-MYGKD,70,76.95,Two year,Credit card (automatic),5289.8,No,Active,0
3173-NVMPX,9,55.30,Month-to-month,Mailed check,501.2,No,Active,0
0248-PGHBZ,67,92.45,Two year,Bank transfer (automatic),6140.85,No,Active,0
0623-GDISB,1,48.45,Month-to-month,Bank transfer (automatic),48.45,No,Active,0
2892-GESUL,18,19.35,Two year,Mailed check,309.25,No,Active,0
6923-EFPNL,4,51.75,Month-to-month,Credit card (automatic),201.1,Yes,Churned,51.75
7472-EQOAV,71,86.70,One year,Bank transfer (automatic),6179.35,No,Active,0
9574-RKJIF,30,94.40,Month-to-month,Electronic check,2838.7,Yes,Churned,94.40
2043-WVTQJ,1,55.70,Month-to-month,Mailed check,55.7,No,Active,0
8034-RYTVV,55,84.25,One year,Credit card (automatic),4589.85,No,Active,0
3863-QSTYI,59,64.65,Month-to-month,Electronic check,3735.45,No,Active,0
2619-WFQWU,1,70.15,Month-to-month,Mailed check,70.15,Yes,Churned,70.15
5044-LRQAQ,7,69.20,Month-to-month,Bank transfer (automatic),477.55,No,Active,0
1716-LSAMB,45,54.65,Two year,Bank transfer (automatic),2553.7,No,Active,0
1333-PBMXB,54,24.75,One year,Bank transfer (automatic),1342.15,No,Active,0
6546-OPBBH,51,23.95,One year,Mailed check,1216.35,No,Active,0
5985-BEHZK,72,105.00,One year,Credit card (automatic),7578.05,No,Active,0
9127-QRZMH,44,59.85,One year,Bank transfer (automatic),2603.95,No,Active,0
5919-VCZYM,2,20.05,Month-to-month,Mailed check,42.7,No,Active,0
9644-KVCNC,66,92.15,One year,Bank transfer (automatic),6056.9,No,Active,0
2137-DQMEV,68,44.80,One year,Mailed check,2983.65,No,Active,0
8174-LNWMW,31,20.90,Two year,Credit card (automatic),689.35,No,Active,0
9279-CJEOJ,21,95.40,Month-to-month,Bank transfer (automatic),2025.1,No,Active,0
7964-VEXDG,21,80.35,Month-to-month,Electronic check,1747.2,No,Active,0
2404-JIBFC,55,85.10,Two year,Bank transfer (automatic),4657.95,No,Active,0
0778-NELLA,9,34.70,Month-to-month,Credit card (automatic),296.1,Yes,Churned,34.70
8029-XYPWT,71,115.05,Two year,Bank transfer (automatic),8016.6,No,Active,0
4614-NUVZD,1,81.10,Month-to-month,Electronic check,81.1,Yes,Churned,81.10
4632-PAOYU,22,19.95,One year,Mailed check,433.5,No,Active,0
3803-KMQFW,1,20.55,Month-to-month,Mailed check,20.55,Yes,Churned,20.55
6804-GDMOI,61,106.60,Two year,Electronic check,6428.4,Yes,Churned,106.60
2990-OGYTD,67,86.15,Two year,Bank transfer (automatic),5883.85,No,Active,0
6646-JPPHA,14,78.85,Month-to-month,Electronic check,1043.8,No,Active,0
9572-MTILT,59,106.75,Month-to-month,Electronic check,6252.9,Yes,Churned,106.75
7658-UYUQS,21,86.55,Month-to-month,Bank transfer (automatic),1857.25,No,Active,0
7880-XSOJX,4,42.40,Month-to-month,Mailed check,146.4,No,Active,0
9611-CTWIH,3,89.45,Month-to-month,Electronic check,240.45,Yes,Churned,89.45
4589-IUAJB,70,24.25,Two year,Bank transfer (automatic),1724.15,No,Active,0
0329-GTIAJ,3,97.90,Month-to-month,Electronic check,315.3,Yes,Churned,97.90
8746-BFOAJ,21,20.50,One year,Bank transfer (automatic),429.55,No,Active,0
8457-XIGKN,20,19.60,Month-to-month,Credit card (automatic),356.15,No,Active,0
6072-NUQCB,22,20.25,One year,Bank transfer (automatic),488.25,No,Active,0
6629-CZTTH,1,55.70,Month-to-month,Mailed check,55.7,Yes,Churned,55.70
8838-GPHZP,63,20.60,Two year,Mailed check,1298.7,No,Active,0
8750-QWZAJ,70,19.80,Two year,Bank transfer (automatic),1378.75,No,Active,0
5364-EVNIB,13,79.80,Month-to-month,Electronic check,973.45,Yes,Churned,79.80
6918-UMQCG,5,80.20,Month-to-month,Electronic check,384.25,No,Active,0
0675-NCDYU,72,116.40,Two year,Credit card (automatic),8543.25,No,Active,0
6339-DKLMK,13,31.65,Month-to-month,Electronic check,389.95,No,Active,0
1346-PJWTK,61,94.15,Month-to-month,Credit card (automatic),5731.85,No,Active,0
5088-QZLRL,1,20.65,Month-to-month,Electronic check,20.65,No,Active,0
8023-QHAIO,56,76.85,Month-to-month,Bank transfer (automatic),4275.75,No,Active,0
4397-FRLTA,4,20.15,Month-to-month,Mailed check,84.5,No,Active,0
3057-VJJQE,35,55.25,Two year,Mailed check,1924.1,No,Active,0
5087-SUURX,18,39.05,Month-to-month,Electronic check,669.85,Yes,Churned,39.05
2302-OUZXB,72,82.15,Two year,Bank transfer (automatic),5784.3,No,Active,0
8133-ANHHJ,49,103.00,One year,Bank transfer (automatic),5166.2,No,Active,0
2270-CHBFN,44,95.10,Month-to-month,Credit card (automatic),4060.55,No,Active,0
0013-EXCHZ,3,83.90,Month-to-month,Mailed check,267.4,Yes,Churned,83.90
5982-FPVQN,37,95.15,Month-to-month,Electronic check,3532.85,No,Active,0
9107-UKCKY,61,79.80,One year,Electronic check,4914.8,No,Active,0
4654-ULTTN,70,74.80,Two year,Credit card (automatic),5315.8,No,Active,0
5550-VFRLC,1,69.85,Month-to-month,Electronic check,69.85,Yes,Churned,69.85
5546-BYZSM,41,20.45,Month-to-month,Electronic check,775.6,No,Active,0
1492-KGETH,70,78.35,One year,Bank transfer (automatic),5445.95,No,Active,0
4929-BSTRX,1,53.55,Month-to-month,Mailed check,53.55,Yes,Churned,53.55
4163-HFTUK,51,19.10,One year,Electronic check,1007.8,No,Active,0
8215-NGSPE,42,20.00,Two year,Mailed check,833.55,No,Active,0
2225-ZRGSG,70,93.90,Two year,Bank transfer (automatic),6579.05,Yes,Churned,93.90
8859-YSTWS,48,19.95,One year,Bank transfer (automatic),1004.5,No,Active,0
5271-YNWVR,68,113.15,Two year,Electronic check,7856,Yes,Churned,113.15
7601-DHFWZ,48,24.00,Two year,Credit card (automatic),1183.05,No,Active,0
2657-ALMWY,26,84.95,Month-to-month,Electronic check,2169.75,Yes,Churned,84.95
6330-JKLPC,11,80.50,Month-to-month,Bank transfer (automatic),896.9,Yes,Churned,80.50
4667-OHGKG,1,19.30,Month-to-month,Mailed check,19.3,Yes,Churned,19.30
1998-VHJHK,27,19.15,One year,Mailed check,501.35,No,Active,0
1707-HABPF,46,91.30,One year,Bank transfer (automatic),4126.35,No,Active,0
1660-HSOOQ,1,49.65,Month-to-month,Mailed check,49.65,Yes,Churned,49.65
7253-UVNDW,46,54.35,Two year,Credit card (automatic),2460.15,Yes,Churned,54.35
0487-VVUVK,25,19.15,Month-to-month,Mailed check,477.6,No,Active,0
7228-OMTPN,4,88.45,Month-to-month,Electronic check,370.65,Yes,Churned,88.45
5063-IUOKK,13,19.75,Two year,Mailed check,265.75,No,Active,0
4508-OEBEY,31,75.50,One year,Credit card (automatic),2424.45,No,Active,0
0027-KWYKW,23,83.75,Month-to-month,Electronic check,1849.95,No,Active,0
2308-STERM,2,19.40,Month-to-month,Mailed check,61.05,No,Active,0
5982-XMDEX,65,26.50,Two year,Bank transfer (automatic),1698.55,No,Active,0
6284-AHOOQ,22,90.50,Month-to-month,Bank transfer (automatic),1910.6,Yes,Churned,90.50
6051-PTVNS,55,19.15,One year,Credit card (automatic),998.1,No,Active,0
2344-JMOGN,9,94.85,Month-to-month,Mailed check,890.6,Yes,Churned,94.85
3799-ISUZQ,7,69.95,Month-to-month,Bank transfer (automatic),529.5,Yes,Churned,69.95
2877-VDUER,35,40.90,One year,Mailed check,1383.6,No,Active,0
9152-AMKAK,6,80.25,Two year,Mailed check,493.4,No,Active,0
1794-HBQTJ,1,48.60,Month-to-month,Credit card (automatic),48.6,Yes,Churned,48.60
9432-VOFYX,17,70.80,Month-to-month,Electronic check,1207,No,Active,0
8049-WJCLQ,10,60.20,Month-to-month,Mailed check,563.5,No,Active,0
6586-PSJOX,15,55.20,One year,Credit card (automatic),864.55,No,Active,0
2460-FPSYH,40,55.80,Month-to-month,Electronic check,2109.35,Yes,Churned,55.80
9705-ZJBCG,13,54.15,One year,Bank transfer (automatic),701.05,No,Active,0
4818-DRBQT,29,80.15,Month-to-month,Bank transfer (automatic),2265.25,Yes,Churned,80.15
1320-HTRDR,3,75.50,Month-to-month,Electronic check,220.6,Yes,Churned,75.50
6847-KJLTS,58,100.40,Month-to-month,Bank transfer (automatic),5749.8,No,Active,0
9670-BPNXF,45,62.55,One year,Credit card (automatic),2796.45,No,Active,0
3913-FCUUW,72,70.45,Two year,Bank transfer (automatic),5165.7,No,Active,0
3301-VKTGC,68,85.50,One year,Bank transfer (automatic),5696.6,No,Active,0
1493-AMTIE,1,20.20,Month-to-month,Bank transfer (automatic),20.2,Yes,Churned,20.20
9555-SAHUZ,38,54.50,Month-to-month,Electronic check,2076.05,No,Active,0
0816-TSPHQ,2,20.75,Month-to-month,Mailed check,44.2,No,Active,0
9932-WBWIK,11,20.35,Month-to-month,Mailed check,215.25,No,Active,0
4619-EVPHY,20,91.00,One year,Bank transfer (automatic),1859.5,No,Active,0
5286-YHCVC,72,104.80,Two year,Bank transfer (automatic),7470.1,No,Active,0
6424-ELEYH,3,74.75,Month-to-month,Credit card (automatic),229.5,Yes,Churned,74.75
4391-RESHN,23,104.05,Month-to-month,Mailed check,2470.1,Yes,Churned,104.05
9115-YQHGA,40,51.10,Month-to-month,Electronic check,2092.9,No,Active,0
4462-CYWMH,62,89.80,Month-to-month,Bank transfer (automatic),5629.55,No,Active,0
8963-MQVYN,22,20.55,Month-to-month,Electronic check,469.85,No,Active,0
2458-EOMRE,11,64.05,Month-to-month,Bank transfer (automatic),733.95,No,Active,0
9334-GWGOW,7,74.85,Month-to-month,Electronic check,485.25,No,Active,0
6821-BUXUX,13,96.65,Month-to-month,Electronic check,1244.5,Yes,Churned,96.65
5028-HTLJB,1,20.05,Month-to-month,Mailed check,20.05,Yes,Churned,20.05
9801-GDWGV,39,103.45,Month-to-month,Electronic check,3994.45,Yes,Churned,103.45
6542-LWGXJ,3,25.00,Month-to-month,Mailed check,78.25,No,Active,0
5567-GZKQY,58,20.30,Two year,Credit card (automatic),1131.5,No,Active,0
1222-LRYKO,6,26.35,Month-to-month,Mailed check,184.05,No,Active,0
2320-JRSDE,1,19.90,Month-to-month,Electronic check,19.9,Yes,Churned,19.90
2087-QAREY,22,54.70,Month-to-month,Mailed check,1178.75,No,Active,0
0601-WZHJF,14,46.35,Month-to-month,Electronic check,667.7,Yes,Churned,46.35
4423-JWZJN,64,90.25,One year,Credit card (automatic),5629.15,No,Active,0
5143-WMWOG,1,19.95,Month-to-month,Electronic check,19.95,Yes,Churned,19.95
6490-FGZAT,6,20.65,Month-to-month,Mailed check,109.3,No,Active,0
5393-RXQSZ,1,79.60,Month-to-month,Electronic check,79.6,Yes,Churned,79.60
7452-FOLON,39,25.45,One year,Bank transfer (automatic),958.45,No,Active,0
2320-TZRRH,20,19.50,One year,Mailed check,403.15,No,Active,0
0231-LXVAP,1,75.90,Month-to-month,Electronic check,75.9,Yes,Churned,75.90
9444-JTXHZ,1,76.20,Month-to-month,Electronic check,76.2,Yes,Churned,76.20
4942-VZZOM,64,66.15,One year,Credit card (automatic),4392.5,No,Active,0
5510-BOIUJ,1,19.25,Month-to-month,Mailed check,19.25,Yes,Churned,19.25
7502-BNYGS,46,69.10,Month-to-month,Credit card (automatic),3168,No,Active,0
4291-HYEBC,28,39.10,One year,Electronic check,1096.6,No,Active,0
6147-CBCRA,33,20.05,Month-to-month,Mailed check,669.45,No,Active,0
6047-SUHPR,39,59.80,One year,Electronic check,2343.85,No,Active,0
4471-KXAUH,42,84.30,Month-to-month,Electronic check,3588.4,Yes,Churned,84.30
9752-ZNQUT,1,48.60,Month-to-month,Electronic check,48.6,No,Active,0
7638-QVMVY,7,79.00,Month-to-month,Electronic check,522.95,Yes,Churned,79.00
1576-PFZIW,70,105.35,Two year,Credit card (automatic),7511.9,No,Active,0
5666-MBJPT,65,25.10,Two year,Bank transfer (automatic),1725,No,Active,0
7312-XSBAT,1,49.75,Month-to-month,Electronic check,49.75,No,Active,0
3096-GKWEB,18,94.75,Month-to-month,Electronic check,1691.9,No,Active,0
2371-JQHZZ,24,93.00,Month-to-month,Electronic check,2248.05,No,Active,0
0674-GCDXG,63,71.90,Two year,Bank transfer (automatic),4479.2,No,Active,0
1121-QSIVB,44,77.55,One year,Mailed check,3471.1,No,Active,0
4396-KLSEH,4,19.85,Month-to-month,Electronic check,63,No,Active,0
3244-DCJWY,1,70.25,Month-to-month,Electronic check,70.25,Yes,Churned,70.25
2824-MYYBN,37,95.25,Month-to-month,Electronic check,3314.15,No,Active,0
0875-CABNR,10,84.60,Month-to-month,Credit card (automatic),865.55,Yes,Churned,84.60
6345-HOVES,34,25.05,Month-to-month,Bank transfer (automatic),852.7,No,Active,0
8318-LCNBW,35,53.15,One year,Credit card (automatic),1930.9,No,Active,0
6469-QJKZW,4,20.15,Month-to-month,Electronic check,91.4,No,Active,0
